compound,compound_class,mechanism_of_action,image_run_dir,image_run_dir_relative,source_batch,dir_name,folder_status,exposure_conditions,image_condition_dir,image_condition_dir_name,condition_folder_status,condition_kind,concentration_value,concentration_unit,concentration_label,concentration_value_uM,concentration_rank_in_run,concentration_band,n_treatment_concentrations_in_run
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run 2 24 july 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run 2 24 july 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run 2 24 july 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run 2 24 july 2017/1mM F2.3,1mM F2.3,active,treatment,1.0,mM,1 mM,1000.0,3.0,high,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run 2 24 july 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run 2 24 july 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run 2 24 july 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run 2 24 july 2017/1mM F2.4,1mM F2.4,active,treatment,1.0,mM,1 mM,1000.0,3.0,high,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/Water F1,Water F1,active,control,,,control,,,control,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/Water F2,Water F2,active,control,,,control,,,control,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/Water F3,Water F3,active,control,,,control,,,control,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/Water F4,Water F4,active,control,,,control,,,control,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/0.25mM F1,0.25mM F1,active,treatment,0.25,mM,0.25 mM,250.0,1.0,low,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/0.25mM F3 0-80 ok,0.25mM F3 0-80 ok,active,treatment,0.25,mM,0.25 mM,250.0,1.0,low,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/0.25mM F4,0.25mM F4,active,treatment,0.25,mM,0.25 mM,250.0,1.0,low,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/0.25mM F5,0.25mM F5,active,treatment,0.25,mM,0.25 mM,250.0,1.0,low,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/0.25mM F6,0.25mM F6,active,treatment,0.25,mM,0.25 mM,250.0,1.0,low,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/0.5mM F1,0.5mM F1,active,treatment,0.5,mM,0.5 mM,500.0,2.0,mid,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/0.5mM F2,0.5mM F2,active,treatment,0.5,mM,0.5 mM,500.0,2.0,mid,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/0.5mM F3,0.5mM F3,active,treatment,0.5,mM,0.5 mM,500.0,2.0,mid,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/0.5mM F4,0.5mM F4,active,treatment,0.5,mM,0.5 mM,500.0,2.0,mid,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/1mM F1,1mM F1,active,treatment,1.0,mM,1 mM,1000.0,3.0,high,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/1mM F3,1mM F3,active,treatment,1.0,mM,1 mM,1000.0,3.0,high,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/1mM f4,1mM f4,active,treatment,1.0,mM,1 mM,1000.0,3.0,high,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/1mm F2,1mm F2,active,treatment,1.0,mM,1 mM,1000.0,3.0,high,3
4-Aminophenyl sulfone,"Mixed classes, no known link to seizures",Antibiotic (sulfonamide-like),/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017,THIRD BATCH convulsants,4 aminophenyl sulfone run1 23 July 2017,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/4 aminophenyl sulfone run1 23 July 2017/DONT USE,DONT USE,do_not_use,unknown,,mM,,,,unknown,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_0.2OD,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_0.2OD,FIRST BATCH convulsants,4AP_0.2OD,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_0.2OD/Control,Control,active,control,,,control,,,control,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_0.2OD,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_0.2OD,FIRST BATCH convulsants,4AP_0.2OD,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_0.2OD/0.25mM,0.25mM,active,treatment,0.25,mM,0.25 mM,250.0,1.0,low,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_0.2OD,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_0.2OD,FIRST BATCH convulsants,4AP_0.2OD,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_0.2OD/0.5mM,0.5mM,active,treatment,0.5,mM,0.5 mM,500.0,2.0,mid,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_0.2OD,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_0.2OD,FIRST BATCH convulsants,4AP_0.2OD,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_0.2OD/1mM,1mM,active,treatment,1.0,mM,1 mM,1000.0,3.0,high,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_Round2_0.2OD,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_Round2_0.2OD,FIRST BATCH convulsants,4AP_Round2_0.2OD,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_Round2_0.2OD/Control,Control,active,control,,,control,,,control,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_Round2_0.2OD,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_Round2_0.2OD,FIRST BATCH convulsants,4AP_Round2_0.2OD,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_Round2_0.2OD/0.25mM,0.25mM,active,treatment,0.25,mM,0.25 mM,250.0,1.0,low,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_Round2_0.2OD,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_Round2_0.2OD,FIRST BATCH convulsants,4AP_Round2_0.2OD,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_Round2_0.2OD/0.5mM,0.5mM,active,treatment,0.5,mM,0.5 mM,500.0,2.0,mid,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_Round2_0.2OD,FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_Round2_0.2OD,FIRST BATCH convulsants,4AP_Round2_0.2OD,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FIRST BATCH convulsants/Brain_Imaging_Rerun_-_New_Alignment/4AP_Round2_0.2OD/1mM,1mM,active,treatment,1.0,mM,1 mM,1000.0,3.0,high,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/Water F1,Water F1,active,control,,,control,,,control,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/Water F2,Water F2,active,control,,,control,,,control,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/Water F3,Water F3,active,control,,,control,,,control,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/Water F4,Water F4,active,control,,,control,,,control,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/125uM F1,125uM F1,active,treatment,125.0,uM,125 uM,125.0,1.0,low,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/125uM F2,125uM F2,active,treatment,125.0,uM,125 uM,125.0,1.0,low,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/125uM F3,125uM F3,active,treatment,125.0,uM,125 uM,125.0,1.0,low,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/125uM F4,125uM F4,active,treatment,125.0,uM,125 uM,125.0,1.0,low,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/250uM F1 caution moved,250uM F1 caution moved,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/250uM F2,250uM F2,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/250uM F3,250uM F3,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/250uM F4,250uM F4,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
4-aminopyridine,K+ channel blockers,Non-selective Kv blockade,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019,FOURTH BATCH 2018,4-Aminopyridine ReRun 1 28 Jan 2019,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/4-Aminopyridine ReRun 1 28 Jan 2019/250uM F5,250uM F5,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
